92,8,20,50,-21,-70,46,95,-36,10,-240,-202,106,34,18,
34,3,7,18,-8,-26,16,35,-13,4,-88,-75,39,13,6,
133,13,29,72,-33,-102,66,141,-51,14,-351,-293,153,50,27,
69,8,14,37,-15,-52,32,71,-30,8,-179,-151,80,26,13,
90,10,18,48,-20,-68,43,95,-36,11,-237,-197,105,32,19,
90,10,21,48,-20,-68,43,95,-35,11,-239,-196,106,34,18,
107,13,22,57,-23,-80,49,111,-42,12,-280,-236,122,39,21,
81,9,18,45,-23,-61,39,87,-32,9,-216,-179,96,29,16,
31,6,6,16,-6,-22,16,35,-13,2,-87,-68,37,13,8,
92,8,18,49,-21,-66,43,93,-35,8,-235,-195,106,34,18,
32,6,7,18,-6,-22,16,36,-15,2,-90,-69,39,11,10,
89,10,21,49,-21,-70,44,95,-35,12,-241,-200,105,34,19,
34,3,7,18,-8,-26,16,35,-13,4,-88,-75,39,13,6,
90,9,21,47,-19,-67,43,96,-36,11,-237,-196,105,33,18,
91,7,18,49,-20,-66,43,94,-35,8,-236,-195,107,34,18,
90,9,18,47,-20,-68,43,95,-36,10,-237,-197,105,32,19,
91,10,20,49,-20,-70,46,93,-38,9,-238,-200,107,33,18,
130,12,27,68,-30,-98,62,139,-52,14,-347,-289,151,50,25,
91,10,18,49,-21,-69,44,93,-36,10,-238,-200,108,33,18,
97,10,19,53,-21,-73,45,104,-38,11,-260,-215,115,36,19,
89,10,20,48,-20,-69,44,96,-37,9,-239,-201,105,32,21,
